"ID","SITE_ID","latitude","longitude","StartYr","EndYr","speciesCategory","species","Status","LEASE_TYPE","equipment","Source_of_Stock","BATHY","X010029_20130824","X010029_20140115","X010029_20140304","X010029_20140507","X010029_20140608","X010029_20140827","X010029_20140912","X010029_20140928","X010029_20141030","X010029_20150307","X010029_20150713","X010029_20150729","X010029_20150814","X010029_20150915","X010029_20151220","X011029_20160823","X011030_20130714","X011030_20130730","X011030_20130815","X011030_20131002","X011030_20131018","X011030_20140327","X011030_20140412","X011030_20140530","X011030_20140919","X011030_20150415","X011030_20150906","X011030_20151008","X011030_20151109","X011030_20151125","X011030_20160128","X011030_20160417","X011030_20160620","X011030_20160706","X011030_20160722","X011030_20160823"
195,"JGRA316",44.25673,-68.27519,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"JGRA416",44.25385,-68.27316,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"JHAY117",43.78433,-69.949106,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",-1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"JHER116",43.7301,-69.8463,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","bottom culture, shellfish trays racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",-1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,6.8,17.16,17.73,20.89,21.92
199,"JJOY117",44.137383,-68.449117,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture",-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"JJOY217",44.137383,-68.4489666,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture",-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"JMAT117",44.178611,-68.422222,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture and Mook Sea Farm",-3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"JMOR116",44.65956,-67.24542,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","133 semi-ridig plastic mesh ADPI bags and 44 wire mesh base wedges","Muscongus Bay Aquaculture P.O. Box 2104, Bremen, Maine 04551 Phone:207-529-4100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"JMOR216",44.65953,-67.24543,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","133 semi-ridig plastic mesh ADPI bags and 44 wire mesh base wedges","Muscongus Bay Aquaculture P.O. Box 2104, Bremen, Maine 04551 Phone:207-529-4100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"JMOR316",44.65854,-67.245003,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","133 semi-ridig plastic mesh ADPI bags and 44 wire mesh base wedges","Muscongus Bay Aquaculture P.O. Box 2104, Bremen, Maine 04551 Phone:207-529-4100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"JMOR416",44.65851,-67.245002,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","133 semi-ridig plastic mesh ADPI bags and 44 wire mesh base wedges","Muscongus Bay Aquaculture P.O. Box 2104, Bremen, Maine 04551 Phone:207-529-4100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"JOHN715",43.813,-70.0144,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish raft, soft bags, and moorings","Wild",-2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,22.22,14.6,10.78,5.14,0.15,NA,NA,19.3,22.52,20.34
207,"JOJO117",44.13768333,-68.44866667,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture",-0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"JOJO217",44.13726667,-68.44813333,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semirigid bags, and/or floating trays","Muscongus Bay Aquaculture",-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"JPAT117",44.67851667,-67.34126667,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Susan Brawley, University of Maine (207-581-2973)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,"JPAT217",44.67988333,-67.34106667,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Susan Brawley, University of Maine (207-581-2973)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,"JPAT317",44.68113333,-67.34085,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Susan Brawley, University of Maine (207-581-2973)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"JPAT417",44.68248333,-67.34101667,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Susan Brawley, University of Maine (207-581-2973)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"JPOW116",43.77065,-69.996,2016,2017,"ShellFish","Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","A","L","upweller, shellfish tray racks and over wintering cages","DEI 39 wildflower lane PO box 83 Beals Maine 04611",-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,5.61,NA,16.83,21.09,19.82
214,"JPUT116",43.72167,-70.1122,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Mook Sea Farms",-0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,17.95,20.61,NA
215,"JPUT216",43.717958,-70.12995,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm: Walpole Maine 563-1456 and Basket Island Oyster: Peaks Island 712-3681",-4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,NA,NA,17.57,NA,19.16
216,"JPUT317",43.72158,-70.11222,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm Walpole ME (207-563-1456) and Basket Island Oyster Box 94 Peaks Island (207-712-3681)",-0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"JSMI116",43.83917,-69.6758,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","anchorages or moorings; Shellfish rafts, associated predator nets and spat collectors; shellfish tray racks and over wintering cages","Muscongus Bay Aquaculture",-7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,6.98,14.9,14.28,18.23,17.26
218,"JSTJ117",43.858822,-69.8735,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","bottom culture, shellfish tray racks and overwntering cages, soft bags, semirigid bags, and/or floating trays","Mook Sea Farms and Muscongus Bay Aquaculture",-4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"JVER117",43.85185,-70.013851,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture Inc, PO Box 204 Bremen, ME 04551",-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"JWAL115",44.43758,-68.3411,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks, soft mesh bags, and moorings.","Muscongus Bay Aquaculture",-2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.87,19.56,18.43,17.61,5.89,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"JYOU114",44.40863,-67.971,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft Mesh Bags","Muscongus Bay Aquaculture",NA,NA,4.21,-0.76,21.15,18.97,20.34,17,21.03,13.34,0.83,20.65,18.2,18.59,19.48,3.56,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"JYOU215",44.40841,-67.9711,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks, soft mesh bags, and moorings","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,19.88,17.88,18.45,19.37,3.71,21.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"KATW117",44.047423,-69.515854,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"KCOO116",44.11091,-68.8605,2016,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae (no rafts)","Ocean Approved",-2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"KCOO216",44.11054,-68.8603,2016,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae (no rafts)","Ocean Approved",-3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"KCOO316",44.11017,-68.8601,2016,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae (no rafts)","Ocean Approved",-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"KCOO417",44.111007,-68.85936,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Ocean Approved, Portland, ME (207-409-6485)",-7.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"KKOE117",43.74194,-70.12777,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm 321 ME Route 129 Walpole, ME 563-1456",-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"KMIL117",43.986819,-69.160583,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Ocean Approved, PO Box 8129, Portland, ME 04104",-8.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"KMIL217",43.987847,-69.160992,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Ocean Approved, PO Box 8129, Portland, ME 04104",-9.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"KMIL317",43.986828,-69.160141,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Ocean Approved, PO Box 8129, Portland, ME 04104",-7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"KMIL417",43.987888,-69.160583,2017,2017,"SeaVeg","Sugar Kelp (Laminaria saccharina)","A","L","marine algae gear","Ocean Approved, PO Box 8129, Portland, ME 04104",-9.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"KRAM113",43.86667,-69.8744,2013,2017,"ShellFish, SeaVeg","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","A","L","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae","Muscongus Bay Aquaculture",-2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.67,23.78,20.19,17.43,14.86,0.78,14.06,13.44,15.01,12.76,23.5,14.39,10.59,5.26,0.48,7.34,NA,18.97,22.02,21.19
234,"KRAM213",43.86501,-69.8741,2013,2017,"ShellFish, SeaVeg","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sugar Kelp (Laminaria saccharina)","A","L","soft bags in floating oyster cages (convert to sinking cages for overwintering); marine algae gear ƒ?? submerged lines for growout of algae","Muscongus Bay Aquaculture",-1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,24.88,20.28,17.65,14.73,0.82,15.12,13.52,15.01,14.6,23.52,14.49,10.64,5.14,0.77,7.69,NA,NA,22.14,21.48
235,"KRAM317",43.86596944,-69.87403889,2017,2017,"ShellFish, SeaVeg, Urchin","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Dulse (P. palmata);Green Sea Urchin (S. droebachiensis);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","hard clam: Muscongus Bay Aquaculture, american oyster : Muscongus Bay Aquaculture, sea scallop : wild, green sea urchin: CCAR, bay scallop : Muscongus Bay Aquaculture, marine algae: CCAR",-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"KRAM417",43.86495556,-69.87390278,2017,2017,"ShellFish, SeaVeg, Urchin","American/Eastern Oyster (Crassostrea virginica);Bay Scallop (Aequipecten irradians);Dulse (P. palmata);Green Sea Urchin (S. droebachiensis);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Sugar Kelp (Laminaria saccharina)","A","L","lantern nets and/or pearl nets","hard clam: Muscongus Bay Aquaculture, american oyster : Muscongus Bay Aquaculture, sea scallop : wild, green sea urchin: CCAR, bay scallop : Muscongus Bay Aquaculture, marine algae: CCAR",-1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"KRKO117",43.74305555,-70.13194444,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Sea Scallop (Placopecten magellanicus)","A","L","shellfish tray racks and overwintering cages, scallop spat collector bags and scallop ear hangers","American/eastern oyster (Crassostrea virginica): Mook Sea Farm and sea scallop (Placopecten magellanicus): Hurricane Island Foundation",-6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"LEA109",44.39415,-68.7048,2009,2017,"ShellFish","Hard Clam/Quahog (Mercenaria mercenaria)","A","L","Upweller, tray racks, floating bags","Muscongus Bay Aquaculture,Downeast Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"LEW109",43.93271,-69.6517,2009,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","Soft bags, floating trays, mussel spat collectors/growout lines","Muscongus Bay Aquaculture",-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.83,21.82,18.82,17.81,13.76,0.59,14.71,13.32,12.96,13.44,21.61,13.56,10.48,4.96,2.14,NA,NA,NA,NA,NA
240,"LGRA116",44.25318,-68.24725,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"LGRA216",44.25436,-68.24773,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"LGRA316",44.25587,-68.24835,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"LGRA416",44.2573,-68.24769,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);European Oyster (Ostrea edulis)","A","L","shellfish tray racks, overwintering cages, soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"LMAR116",43.86917,-69.8935,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,7.41,NA,18.45,21.69,20.52
245,"LMAR216",43.87266,-69.8924,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,7.43,NA,NA,22.04,21.18
246,"LMAR316",43.87266,-69.8923,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,7.43,NA,NA,22.04,21.18
247,"LMAR416",43.86917,-69.8936,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture, Bremen ME (207-529-4100)",-2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,7.34,NA,18.37,21.68,20.49
248,"LSMI115",43.83138,-69.9297,2015,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Tray racks, soft mesh bags, and moorings","Muscongus Bay Aquaculture and/or Basket Island Oysters",-0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.71,23.66,14.42,10.53,4,0.17,7.54,NA,19.5,22.69,22.18
249,"LSMI316",43.8315,-69.9297,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture and/or Basket Island Oysters",-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,7.55,NA,19.63,22.72,22.2
250,"LSMI416",43.83266,-69.9293,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture and/or Basket Island Oysters",-1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,7.57,NA,19.4,22.67,22.12
251,"LSMI516",43.83265,-69.9292,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages; soft bags, semi rigid bags, floating trays","Muscongus Bay Aquaculture and/or Basket Island Oysters",-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,7.57,NA,19.4,22.67,22.12
